Trial,Subject,Color,Stimulus,Area of Interest,AOI Group,AOI Scope,AOI Order,AOI Size [px],AOI Coverage [%],Start Time [ms],End Time [ms],Entry Time [ms],Sequence,Net Dwell Time [ms],Dwell Time [ms],Glance Duration [ms],Diversion Duration [ms],First Fixation Duration [ms],Glances Count,Revisits,Fixation Count,Appearance Count,Visible Time [ms],Visible Time [%],Net Dwell Time [%],Dwell Time [%],Fixation Time [ms],Fixation Time [%],Time to First Mouse Click [ms]
Trial008,ZRK,LightSteelBlue,3s22.jpg,AOI 001,,Local,2,14336,1.8,0,1294,470.9,7153,843.9,823.9,863.9,863.9,823.9,1,0,1,1,1294.8,100,65.2,63.6,823.9,63.6,-
Trial008,RJN,Lime,3s22.jpg,AOI 001,,Local,2,14336,1.8,0,2780,832.9,8634,1283,1947.7,2015.7,2015.7,943.9,1,0,2,1,2780.6,100,46.1,70,1863.7,67,-
Trial008,gyj,LimeGreen,3s22.jpg,AOI 001,,Local,2,14336,1.8,0,1147,511.1,7339,655.9,635.9,671.9,671.9,635.9,1,0,1,1,1147,100,57.2,55.4,635.9,55.4,-
Trial008,SDN,Magenta,3s22.jpg,AOI 001,,Local,2,14336,1.8,0,1545,581.8,7704,983.9,903.9,963.9,963.9,600,1,0,2,1,1545.7,100,63.7,58.5,831.9,53.8,-
Trial008,FZX,Maroon,3s22.jpg,AOI 001,,Local,2,14336,1.8,0,2478,579.2,7688,1923.8,1899.7,1951.8,1951.8,168,1,0,2,1,2479,100,77.6,76.6,1875.7,75.7,-
Trial008,HJT,MediumAquamarine,3s22.jpg,AOI 001,,Local,2,14336,1.8,0,1347,639.4,7983,467.9,396,575.9,575.9,268,2,1,2,1,1347.4,100,34.7,29.4,364,27,-
Trial008,JF,MediumBlue,3s22.jpg,AOI 001,,Local,2,14336,1.8,0,2563,444.1,6999,2083.8,2119.7,2191.8,2191.8,399.8,1,0,2,1,2563.9,100,81.3,82.7,2091.7,81.6,-
Trial008,XTY,MediumOrchid,3s22.jpg,AOI 001,,Local,2,14336,1.8,0,1462,654.9,8029,831.9,807.9,855.9,855.9,807.9,1,0,1,1,1462.8,100,56.9,55.2,807.9,55.2,-
Trial009,LJ,MediumPurple,3s22.jpg,AOI 001,,Local,2,14336,1.8,0,1530,803.1,8524,444,271.9,323.9,323.9,227.8,1,0,1,1,1531,100,29,17.8,227.8,14.9,-
Trial008,AYQ,MediumSeaGreen,3s22.jpg,AOI 001,,Local,2,14336,1.8,0,2394,595.3,7790,1803.7,1799.7,1831.7,1831.7,1799.7,1,0,1,1,2395,100,75.3,75.1,1799.7,75.1,-
Trial008,FS,MediumSlateBlue,3s22.jpg,AOI 001,,Local,2,14336,1.8,0,2631,615.6,7881,2063.7,2015.7,2103.7,2103.7,2015.7,1,0,1,1,2631.3,100,78.4,76.6,2015.7,76.6,-
Trial008,YJR,MediumSpringGreen,3s22.jpg,AOI 001,,Local,2,14336,1.8,0,1810,623.1,7915,1203.7,1187.8,1243.7,1243.7,1187.8,1,0,1,1,1810.9,100,66.5,65.6,1187.8,65.6,-
Trial008,LQH,MediumTurquoise,3s22.jpg,AOI 001,,Local,2,14336,1.8,0,1529,530.1,7434,991.9,895.9,1015.8,1059.8,192,2,1,4,1,1530,100,64.8,58.6,819.9,53.6,-
Trial008,gyx,DarkOrchid,3s22.jpg,White Space,,Local,3,721456,91.7,0,1461,-,-,0,0,0,0,0,0,-,0,1,1461.1,100,0,0,0,0,-
Trial008,CJY,DarkRed,3s22.jpg,White Space,,Local,3,721456,91.7,0,1779,3.6,3404,143.9,179.9,179.9,227.9,179.9,1,0,1,1,1779.2,100,8.1,10.1,179.9,10.1,-
Trial008,CY,DarkSalmon,3s22.jpg,White Space,,Local,3,721456,91.7,0,2846,3.5,3256,84,175.9,175.9,223.9,175.9,1,0,1,1,2847,100,2.9,6.2,175.9,6.2,-
Trial009,CXM,DarkSeaGreen,3s22.jpg,White Space,,Local,3,721456,91.7,0,2029,550,7532,1219.6,1163.7,1243.7,1307.7,179.9,2,1,6,1,2029.8,100,60.1,57.3,1127.7,55.6,-
Trial008,ZA,DarkSlateBlue,3s22.jpg,White Space,,Local,3,721456,91.7,0,1744,0.4,282,227.9,211.9,211.9,247.8,211.9,1,0,1,1,1744,100,13.1,12.1,211.9,12.1,-
Trial008,WJ,DarkSlateGray,3s22.jpg,White Space,,Local,3,721456,91.7,0,1128,0.4,286,235.9,215.9,215.9,279.9,215.9,1,0,1,1,1128.1,100,20.9,19.1,215.9,19.1,-
Trial008,YDS,DarkTurquoise,3s22.jpg,White Space,,Local,3,721456,91.7,0,1244,-,-,0,0,0,0,0,0,-,0,1,1244.2,100,0,0,0,0,-
Trial008,CYY,DarkViolet,3s22.jpg,White Space,,Local,3,721456,91.7,0,1445,-,-,92.1,0,0,0,0,0,-,0,1,1445.4,100,6.4,0,0,0,-
Trial008,CLH,DeepPink,3s22.jpg,White Space,,Local,3,721456,91.7,0,1548,0.2,155,136,188,188,240,188,1,0,1,1,1548,100,8.8,12.1,188,12.1,-
Trial008,LBB,DeepSkyBlue,3s22.jpg,White Space,,Local,3,721456,91.7,0,1428,-,-,0,0,0,0,0,0,-,0,1,1428.6,100,0,0,0,0,-
Trial008,fm,DimGray,3s22.jpg,White Space,,Local,3,721456,91.7,0,6529,-,-,56.5,0,0,0,0,0,-,0,1,6529.7,100,0.9,0,0,0,-
Trial008,HXH,DodgerBlue,3s22.jpg,White Space,,Local,3,721456,91.7,0,3079,31.5,3838,239.9,200,200,248,200,1,0,1,1,3079.1,100,7.8,6.5,200,6.5,-
Trial008,MEG,Firebrick,3s22.jpg,White Space,,Local,3,721456,91.7,0,2328,-,-,0,0,0,0,0,0,-,0,1,2328.2,100,0,0,0,0,-
Trial009,WQ,ForestGreen,3s22.jpg,White Space,,Local,3,721456,91.7,0,1796,0.3,234,319.8,255.8,255.8,295.7,255.8,1,0,1,1,1796,100,17.8,14.2,255.8,14.2,-
Trial009,cpl,Gainsboro,3s22.jpg,White Space,,Local,3,721456,91.7,0,1481,-,-,115.9,0,0,0,0,0,-,0,1,1481.5,100,7.8,0,0,0,-
Trial008,XW,Gold,3s22.jpg,White Space,,Local,3,721456,91.7,0,2426,-,-,0,0,0,0,0,0,-,0,1,2426.7,100,0,0,0,0,-
Trial008,LMF,Goldenrod,3s22.jpg,White Space,,Local,3,721456,91.7,0,1764,-,-,0,0,0,0,0,0,-,0,1,1764.5,100,0,0,0,0,-
Trial010,GQ,Gray,3s22.jpg,White Space,,Local,3,721456,91.7,0,2478,842.7,8665,205.8,308.8,397.2,512,244.1,2,1,2,1,2478.5,100,8.3,12.5,308.8,12.5,-
Trial008,QJ,Green,3s22.jpg,White Space,,Local,3,721456,91.7,0,1930,-,-,0,0,0,0,0,0,-,0,1,1930.4,100,0,0,0,0,-
Trial008,HM,GreenYellow,3s22.jpg,White Space,,Local,3,721456,91.7,0,1878,-,-,84.1,0,0,0,0,0,-,0,1,1878.2,100,4.5,0,0,0,-
Trial008,LYH,HotPink,3s22.jpg,White Space,,Local,3,721456,91.7,0,1645,837.8,8645,204,71.9,71.9,127.9,71.9,1,0,1,1,1645.6,100,12.4,4.4,71.9,4.4,-
Trial008,JN,IndianRed,3s22.jpg,White Space,,Local,3,721456,91.7,0,1630,2.8,2607,255.9,415.8,415.8,483.8,415.8,1,0,1,1,1630.5,100,15.7,25.5,415.8,25.5,-
Trial008,SYJ,Indigo,3s22.jpg,White Space,,Local,3,721456,91.7,0,1846,431,6937,267.4,256,300,374.5,192,1,0,1,1,1846.9,100,14.5,13.9,192,10.4,-
Trial008,CQ,Khaki,3s22.jpg,White Space,,Local,3,721456,91.7,0,1626,2.5,2213,187.9,175.9,175.9,243.9,175.9,1,0,1,1,1626.3,100,11.6,10.8,175.9,10.8,-
Trial008,WYQ,LawnGreen,3s22.jpg,White Space,,Local,3,721456,91.7,0,1830,47,3890,115.9,124,155.9,235.8,124,1,0,1,1,1830.8,100,6.3,6.8,124,6.8,-
Trial008,NLL,LightBlue,3s22.jpg,White Space,,Local,3,721456,91.7,0,1445,-,-,0,0,0,0,0,0,-,0,1,1445.7,100,0,0,0,0,-
Trial008,QXL,LightCoral,3s22.jpg,White Space,,Local,3,721456,91.7,0,1346,-,-,32,0,0,0,0,0,-,0,1,1346.8,100,2.4,0,0,0,-
Trial009,SLL,LightGray,3s22.jpg,White Space,,Local,3,721456,91.7,0,1636,1328.6,9518,346.9,308.1,548.2,548.2,108,1,0,2,1,1636.7,100,21.2,18.8,257.3,15.7,-
Trial008,zjj,LightGreen,3s22.jpg,White Space,,Local,3,721456,91.7,0,180,-,-,31.7,0,0,0,0,0,-,0,1,180.7,100,17.5,0,0,0,-
Trial008,YKX,LightPink,3s22.jpg,White Space,,Local,3,721456,91.7,0,1177,1.8,1552,135.9,215.8,215.8,263.8,215.8,1,0,1,1,1177.5,100,11.5,18.3,215.8,18.3,-
Trial008,ZY,LightSalmon,3s22.jpg,White Space,,Local,3,721456,91.7,0,1562,2.3,2067,159.9,204,204,239.9,204,1,0,1,1,1562,100,10.2,13.1,204,13.1,-
Trial008,WJJ,LightSeaGreen,3s22.jpg,White Space,,Local,3,721456,91.7,0,1829,-,-,0,0,0,0,0,0,-,0,1,1829.5,100,0,0,0,0,-
Trial008,GTL,LightSkyBlue,3s22.jpg,White Space,,Local,3,721456,91.7,0,1899,1264.1,9450,104.1,96,176,240,96,1,0,1,1,1900,100,5.5,5.1,96,5.1,-
Trial008,YMX,LightSlateGray,3s22.jpg,White Space,,Local,3,721456,91.7,0,1947,0.2,182,144,188,188,252,188,1,0,1,1,1947.9,100,7.4,9.7,188,9.7,-
Trial008,ZRK,LightSteelBlue,3s22.jpg,White Space,,Local,3,721456,91.7,0,1294,-,-,0,0,0,0,0,0,-,0,1,1294.8,100,0,0,0,0,-
Trial008,RJN,Lime,3s22.jpg,White Space,,Local,3,721456,91.7,0,2780,-,-,444.5,0,0,0,0,0,-,0,1,2780.6,100,16,0,0,0,-
Trial008,gyj,LimeGreen,3s22.jpg,White Space,,Local,3,721456,91.7,0,1147,-,-,0,0,0,0,0,0,-,0,1,1147,100,0,0,0,0,-
Trial008,SDN,Magenta,3s22.jpg,White Space,,Local,3,721456,91.7,0,1545,65.9,3978,215.5,156,192,228,156,1,0,1,1,1545.7,100,13.9,10.1,156,10.1,-
Trial008,FZX,Maroon,3s22.jpg,White Space,,Local,3,721456,91.7,0,2478,-,-,0,0,0,0,0,0,-,0,1,2479,100,0,0,0,0,-
Trial008,HJT,MediumAquamarine,3s22.jpg,White Space,,Local,3,721456,91.7,0,1347,-,-,24,0,0,0,0,0,-,0,1,1347.4,100,1.8,0,0,0,-
Trial008,JF,MediumBlue,3s22.jpg,White Space,,Local,3,721456,91.7,0,2563,52.2,3917,160,144,144,212,144,1,0,1,1,2563.9,100,6.2,5.6,144,5.6,-
Trial008,XTY,MediumOrchid,3s22.jpg,White Space,,Local,3,721456,91.7,0,1462,-,-,0,0,0,0,0,0,-,0,1,1462.8,100,0,0,0,0,-
Trial009,LJ,MediumPurple,3s22.jpg,White Space,,Local,3,721456,91.7,0,1530,3.1,2904,207.9,163.9,163.9,223.9,163.9,1,0,1,1,1531,100,13.6,10.7,163.9,10.7,-
Trial008,AYQ,MediumSeaGreen,3s22.jpg,White Space,,Local,3,721456,91.7,0,2394,-,-,228,0,0,0,0,0,-,0,1,2395,100,9.5,0,0,0,-
Trial008,FS,MediumSlateBlue,3s22.jpg,White Space,,Local,3,721456,91.7,0,2631,-,-,0,0,0,0,0,0,-,0,1,2631.3,100,0,0,0,0,-
Trial008,YJR,MediumSpringGreen,3s22.jpg,White Space,,Local,3,721456,91.7,0,1810,3.2,2946,172,151.9,151.9,235.8,151.9,1,0,1,1,1810.9,100,9.5,8.4,151.9,8.4,-
Trial008,LQH,MediumTurquoise,3s22.jpg,White Space,,Local,3,721456,91.7,0,1529,-,-,0,0,0,0,0,0,-,0,1,1530,100,0,0,0,0,-
Trial009,gyx,DarkOrchid,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1277,1.8,1559,1276,1276,1276,1276,191.9,1,0,3,1,1277.8,100,99.9,99.9,1204.1,94.2,-
Trial009,CJY,DarkRed,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1630,3.2,3017,1583.7,1627.7,1627.7,1627.7,151.9,1,0,4,1,1631,100,97.1,99.8,1499.8,92,-
Trial009,CY,DarkSalmon,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,2363,0.1,56,2275.5,2363.6,2363.6,2363.6,199.9,1,0,3,1,2363.6,100,96.3,100,2235.5,94.6,-
Trial010,CXM,DarkSeaGreen,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,2027,3.8,3529,1735.8,1563.8,1623.8,1739.8,151.9,3,2,6,1,2027.4,100,85.6,77.1,1467.7,72.4,-
Trial009,ZA,DarkSlateBlue,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,2062,2.6,2396,2059.6,2059.6,2059.6,2059.6,187.9,1,0,2,1,2062.2,100,99.9,99.9,2007.5,97.3,-
Trial009,WJ,DarkSlateGray,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1361,2.3,2035,1359.6,1359.6,1359.6,1359.6,211.8,1,0,3,1,1362,100,99.8,99.8,1303.6,95.7,-
Trial009,YDS,DarkTurquoise,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1329,2.1,1782,1327.7,1327.7,1327.7,1327.7,207.9,1,0,3,1,1329.8,100,99.8,99.8,1231.9,92.6,-
Trial009,CYY,DarkViolet,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,2530,2.8,2576,2419.6,2527.5,2527.5,2527.5,188,1,0,3,1,2530.3,100,95.6,99.9,2463.6,97.4,-
Trial009,CLH,DeepPink,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,2060,1.2,826,2011.6,1935.6,1991.6,2051.6,175.9,2,1,5,1,2060.8,100,97.6,93.9,1791.5,86.9,-
Trial009,LBB,DeepSkyBlue,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1746,2.9,2635,1743.7,1743.7,1743.7,1743.7,227.8,1,0,3,1,1746.6,100,99.8,99.8,1651.7,94.6,-
Trial009,fm,DimGray,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,7140,1.4,1139,6555,6303.7,6303.7,6303.7,199.8,1,0,12,1,7140.4,100,91.8,88.3,5751.9,80.6,-
Trial009,HXH,DodgerBlue,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,3946,2.7,2416,3943.4,3943.4,3943.4,3943.4,211.9,1,0,5,1,3946.1,100,99.9,99.9,3755.4,95.2,-
Trial009,MEG,Firebrick,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,2312,1.3,1003,2199.6,2111.6,2159.6,2203.5,175.8,2,1,6,1,2312.9,100,95.1,91.3,1987.6,85.9,-
Trial010,WQ,ForestGreen,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1530,2.3,1971,1527.9,1527.9,1527.9,1527.9,368,1,0,2,1,1530.1,100,99.9,99.9,1492,97.5,-
Trial010,cpl,Gainsboro,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1345,1.5,1253,1179.9,1123.8,1159.8,1211.8,131.9,2,1,3,1,1345.3,100,87.7,83.5,1099.8,81.7,-
Trial009,XW,Gold,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1961,289.6,6155,1719.9,1671.9,1731.8,1731.8,116,1,0,3,1,1961.5,100,87.7,85.2,1575.9,80.3,-
Trial009,LMF,Goldenrod,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1512,48.3,3896,1459.7,1431.8,1431.8,1431.8,120,1,0,4,1,1512.2,100,96.5,94.7,1200,79.4,-
Trial011,GQ,Gray,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,2677,2.4,2147,2675.6,2675.6,2675.6,2675.6,255.9,1,0,5,1,2678,100,99.9,99.9,2535.5,94.7,-
Trial009,QJ,Green,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1610,195,4230,1504,1415.8,1415.8,1415.8,148,1,0,4,1,1610.8,100,93.4,87.9,1271.5,78.9,-
Trial009,HM,GreenYellow,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1178,2.5,2248,1099.8,1175.8,1175.8,1175.8,195.9,1,0,2,1,1178.3,100,93.3,99.8,1127.8,95.7,-
Trial009,LYH,HotPink,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1930,2.7,2478,1927.7,1927.7,1927.7,1927.7,388,1,0,2,1,1930.5,100,99.9,99.9,1891.8,98,-
Trial009,JN,IndianRed,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1613,1.6,1334,1483.7,1415.7,1463.7,1507.7,139.9,2,1,4,1,1613.3,100,92,87.8,1343.7,83.3,-
Trial009,SYJ,Indigo,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1980,240.1,5187,1763.9,1739.9,1775.9,1775.9,308,1,0,2,1,1980,100,89.1,87.9,1707.9,86.3,-
Trial009,CQ,Khaki,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1545,1.6,1304,1543.7,1543.7,1543.7,1543.7,243.8,1,0,5,1,1545.3,100,99.9,99.9,1331.8,86.2,-
Trial009,WYQ,LawnGreen,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1612,1.1,542,1571.5,1367.3,1367.3,1367.3,175.5,1,0,4,1,1612.6,100,97.5,84.8,1019.4,63.2,-
Trial009,NLL,LightBlue,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1998,438.9,6982,1655.9,1543.9,1639.9,1639.9,292,1,0,5,1,1998.8,100,82.8,77.2,1431.9,71.6,-
Trial009,QXL,LightCoral,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1447,3.5,3294,1327.9,1279.9,1323.9,1367.9,140,2,1,3,1,1447.2,100,91.8,88.4,1239.9,85.7,-
Trial010,SLL,LightGray,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1530,54.8,3930,1527.9,1475.9,1475.9,1475.9,140,1,0,3,1,1530.7,100,99.8,96.4,1371.9,89.6,-
Trial009,zjj,LightGreen,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,2728,1.2,869,2727.2,2691.2,2691.2,2691.2,427.6,1,0,4,1,2728.5,100,100,98.6,2591.2,95,-
Trial009,YKX,LightPink,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1297,1.6,1382,1295.9,1295.9,1295.9,1295.9,432,1,0,4,1,1297.5,100,99.9,99.9,1163.9,89.7,-
Trial009,ZY,LightSalmon,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1212,220.2,4618,1115.8,991.9,1059.9,1059.9,228,1,0,3,1,1212.1,100,92.1,81.8,883.9,72.9,-
Trial009,WJJ,LightSeaGreen,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1762,255,5600,1563.9,1507.9,1555.9,1555.9,124,1,0,3,1,1762.9,100,88.7,85.5,1415.9,80.3,-
Trial009,GTL,LightSkyBlue,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,2078,2.4,2193,1767.9,1727.7,1775.7,1879.7,135.8,3,2,9,1,2078.1,100,85.1,83.1,1475.6,71,-
Trial009,YMX,LightSlateGray,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1779,3.4,3169,1775.7,1775.7,1775.7,1775.7,160,1,0,4,1,1779.1,100,99.8,99.8,1619.8,91,-
Trial009,ZRK,LightSteelBlue,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1413,2,1698,1411.8,1411.8,1411.8,1411.8,371.9,1,0,2,1,1413.7,100,99.9,99.9,1379.7,97.6,-
Trial009,RJN,Lime,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,2064,1,436,1635.6,2063.1,2063.1,2063.1,303.3,1,0,3,1,2064.2,100,79.2,100,1975.2,95.7,-
Trial009,gyj,LimeGreen,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1280,216.9,4534,1223.8,1063.9,1135.9,1135.9,136,1,0,4,1,1280.7,100,95.6,83.1,975.9,76.2,-
Trial009,SDN,Magenta,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1662,2.3,2075,1575.6,1659.7,1659.7,1659.7,203.9,1,0,4,1,1662,100,94.8,99.9,1559.6,93.8,-
Trial009,FZX,Maroon,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,2378,2.7,2469,2359.7,2375.7,2375.7,2375.7,199.9,1,0,7,1,2378.4,100,99.2,99.9,2139.8,90,-
Trial009,HJT,MediumAquamarine,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1696,1.2,791,1695.1,1643.1,1643.1,1643.1,315.3,1,0,6,1,1696.3,100,99.9,96.9,1447.1,85.3,-
Trial009,JF,MediumBlue,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,3230,3,2727,3227.6,3227.6,3227.6,3227.6,208,1,0,6,1,3230.6,100,99.9,99.9,3071.5,95.1,-
Trial009,XTY,MediumOrchid,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1195,267.4,5843,979.9,927.9,999.9,999.9,328,1,0,2,1,1195.3,100,82,77.6,891.9,74.6,-
Trial010,LJ,MediumPurple,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,1396,1.2,792,1395.6,1395.6,1395.6,1395.6,203.8,1,0,4,1,1396.9,100,99.9,99.9,1263.6,90.5,-
Trial009,AYQ,MediumSeaGreen,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,2613,2.1,1851,2611.6,2603.6,2603.6,2603.6,171.9,1,0,4,1,2613.7,100,99.9,99.6,2475.7,94.7,-
Trial009,FS,MediumSlateBlue,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,3096,1.1,496,3095,3095,3095,3095,199.4,1,0,6,1,3096.1,100,100,100,2835.1,91.6,-
Trial009,YJR,MediumSpringGreen,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,2497,254.2,5572,2271.6,2243.7,2287.7,2287.7,136,1,0,5,1,2497.8,100,90.9,89.8,2071.7,82.9,-
Trial009,LQH,MediumTurquoise,1s22.jpg,AOI 002,,Local,1,43290,5.5,0,2047,259.8,5706,1895.7,1718.1,1766.1,1766.1,349.8,1,0,5,1,2047.5,100,92.6,83.9,1604,78.3,-
Trial009,gyx,DarkOrchid,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1277,425.7,6909,816,852.1,852.1,852.1,852.1,1,0,1,1,1277.8,100,63.9,66.7,852.1,66.7,-
Trial009,CJY,DarkRed,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1630,-,-,320,0,27.9,27.9,0,0,-,0,1,1631,100,19.6,0,0,0,-
Trial009,CY,DarkSalmon,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,2363,-,-,771.9,0,0,0,0,0,-,0,1,2363.6,100,32.7,0,0,0,-
Trial010,CXM,DarkSeaGreen,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,2027,807.6,8544,991.9,931.8,963.8,1039.8,719.8,2,1,3,1,2027.4,100,48.9,46,903.8,44.6,-
Trial009,ZA,DarkSlateBlue,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,2062,242.6,5263,927,1819.6,1819.6,1819.6,1819.6,1,0,1,1,2062.2,100,45,88.2,1819.6,88.2,-
Trial009,WJ,DarkSlateGray,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1361,486.1,7235,807.9,875.9,899.9,899.9,875.9,1,0,1,1,1362,100,59.3,64.3,875.9,64.3,-
Trial009,YDS,DarkTurquoise,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1329,-,-,0,0,0,0,0,0,-,0,1,1329.8,100,0,0,0,0,-
Trial009,CYY,DarkViolet,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,2530,470.6,7150,2047.7,2059.7,2083.7,2083.7,2059.7,1,0,1,1,2530.3,100,80.9,81.4,2059.7,81.4,-
Trial009,CLH,DeepPink,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,2060,613.1,7871,1251.7,1447.7,1495.7,1495.7,347.9,1,0,2,1,2060.8,100,60.7,70.2,1391.7,67.5,-
Trial009,LBB,DeepSkyBlue,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1746,426.7,6917,1084,1319.9,1319.9,1319.9,1319.9,1,0,1,1,1746.6,100,62.1,75.6,1319.9,75.6,-
Trial009,fm,DimGray,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,7140,797.1,8505,5007.7,4980.2,5056.2,5120.2,635.8,3,2,7,1,7140.4,100,70.1,69.7,4888.1,68.5,-
Trial009,HXH,DodgerBlue,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,3946,378.6,6641,2495.8,3355.4,3407.4,3443.4,495.8,2,1,2,1,3946.1,100,63.2,85,3355.4,85,-
Trial009,MEG,Firebrick,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,2312,1172.9,9331,1491.9,1139.9,1163.9,1163.9,348,1,0,4,1,2312.9,100,64.5,49.3,1039.9,45,-
Trial010,WQ,ForestGreen,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1530,-,-,139.9,0,35.9,35.9,0,0,-,0,1,1530.1,100,9.1,0,0,0,-
Trial010,cpl,Gainsboro,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1345,353.5,6497,672.3,372,372,372,348,1,0,1,1,1345.3,100,50,27.7,348,25.9,-
Trial009,XW,Gold,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1961,469.6,7143,1503.9,1491.9,1555.9,1555.9,707.9,1,0,2,1,1961.5,100,76.7,76.1,1459.9,74.4,-
Trial009,LMF,Goldenrod,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1512,388.3,6671,635.9,1040,1040,1091.8,251.9,2,1,2,1,1512.2,100,42.1,68.8,992,65.6,-
Trial011,GQ,Gray,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,2677,598.2,7808,1695.7,2079.7,2079.7,2079.7,1099.8,1,0,3,1,2678,100,63.3,77.7,2003.7,74.8,-
Trial009,QJ,Green,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1610,827.2,8611,872,783.6,832,832,783.6,1,0,1,1,1610.8,100,54.1,48.6,783.6,48.6,-
Trial009,HM,GreenYellow,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1178,246.4,5370,903.3,931.9,979.9,979.9,931.9,1,0,1,1,1178.3,100,76.7,79.1,931.9,79.1,-
Trial009,LYH,HotPink,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1930,426.7,6916,1319.8,1503.8,1539.8,1539.8,1503.8,1,0,1,1,1930.5,100,68.4,77.9,1503.8,77.9,-
Trial009,JN,IndianRed,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1613,593.4,7775,659.8,1019.9,1059.9,1059.9,392,1,0,2,1,1613.3,100,40.9,63.2,987.9,61.2,-
Trial009,SYJ,Indigo,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1980,580.1,7696,1291.9,1399.9,1399.9,1399.9,1399.9,1,0,1,1,1980,100,65.2,70.7,1399.9,70.7,-
Trial009,CQ,Khaki,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1545,605.3,7838,804.1,940,992,992,248.1,1,0,2,1,1545.3,100,52,60.8,912,59,-
Trial009,WYQ,LawnGreen,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1612,720.7,8252,507.7,599.8,723.9,723.9,547.8,1,0,1,1,1612.6,100,31.5,37.2,547.8,34,-
Trial009,NLL,LightBlue,1s22.jpg,AOI 001,,Local,2,10488,1.3,0,1998,782.9,8465,695.8,1031.9,1031.9,1059.8,136,1,0,3,1,1998.8,100,34.8,51.6,983.8,49.2,-
