Trial,Subject,Color,Stimulus,Area of Interest,AOI Group,AOI Scope,AOI Order,AOI Size [px],AOI Coverage [%],Start Time [ms],End Time [ms],Entry Time [ms],Sequence,Net Dwell Time [ms],Dwell Time [ms],Glance Duration [ms],Diversion Duration [ms],First Fixation Duration [ms],Glances Count,Revisits,Fixation Count,Appearance Count,Visible Time [ms],Visible Time [%],Net Dwell Time [%],Dwell Time [%],Fixation Time [ms],Fixation Time [%],Time to First Mouse Click [ms]
Trial057,WJ,DarkSlateGray,1d3.jpg,White Space,,Local,4,742807,94.5,0,1327,3.8,3535,195.9,183.9,183.9,211.9,183.9,1,0,1,1,1327.6,100,14.8,13.9,183.9,13.9,-
Trial032,YDS,DarkTurquoise,1d3.jpg,White Space,,Local,4,742807,94.5,0,1314,-,-,0,0,0,0,0,0,-,0,1,1314,100,0,0,0,0,-
Trial058,YDS,DarkTurquoise,1d3.jpg,White Space,,Local,4,742807,94.5,0,1814,-,-,0,0,0,0,0,0,-,0,1,1814,100,0,0,0,0,-
Trial032,CYY,DarkViolet,1d3.jpg,White Space,,Local,4,742807,94.5,0,2095,4,3683,168,147.9,147.9,220,147.9,1,0,1,1,2095.6,100,8,7.1,147.9,7.1,-
Trial059,CYY,DarkViolet,1d3.jpg,White Space,,Local,4,742807,94.5,0,2495,4,3709,168,180,180,244,180,1,0,1,1,2495.7,100,6.7,7.2,180,7.2,-
Trial031,CLH,DeepPink,1d3.jpg,White Space,,Local,4,742807,94.5,0,1964,-,-,120,0,0,0,0,0,-,0,1,1964.8,100,6.1,0,0,0,-
Trial058,CLH,DeepPink,1d3.jpg,White Space,,Local,4,742807,94.5,0,1663,-,-,0,0,0,0,0,0,-,0,1,1663.1,100,0,0,0,0,-
Trial031,LBB,DeepSkyBlue,1d3.jpg,White Space,,Local,4,742807,94.5,0,1213,1.6,1320,167.9,151.9,151.9,151.9,151.9,1,0,1,1,1213.3,100,13.8,12.5,151.9,12.5,-
Trial057,LBB,DeepSkyBlue,1d3.jpg,White Space,,Local,4,742807,94.5,0,998,2.9,2654,168,156,156,223.9,156,1,0,1,1,998.8,100,16.8,15.6,156,15.6,-
Trial031,fm,DimGray,1d3.jpg,White Space,,Local,4,742807,94.5,0,1947,-,-,151.4,0,28,28,0,0,-,0,1,1947.1,100,7.8,0,0,0,-
Trial057,fm,DimGray,1d3.jpg,White Space,,Local,4,742807,94.5,0,1964,1.2,802,251.9,171.8,171.8,207.8,171.8,1,0,1,1,1964.8,100,12.8,8.7,171.8,8.7,-
Trial031,HXH,DodgerBlue,1d3.jpg,White Space,,Local,4,742807,94.5,0,3214,2.9,2688,187.9,172.3,172.3,231.8,172.3,1,0,1,1,3214.5,100,5.8,5.4,172.3,5.4,-
Trial057,HXH,DodgerBlue,1d3.jpg,White Space,,Local,4,742807,94.5,0,2027,0.1,67,179.9,128,128,160,100,1,0,1,1,2027.8,100,8.9,6.3,100,4.9,-
Trial031,MEG,Firebrick,1d3.jpg,White Space,,Local,4,742807,94.5,0,2147,2.9,2694,167.9,151.9,151.9,191.9,151.9,1,0,1,1,2147.2,100,7.8,7.1,151.9,7.1,-
Trial057,MEG,Firebrick,1d3.jpg,White Space,,Local,4,742807,94.5,0,2115,3.4,3190,171.9,155.9,155.9,199.9,155.9,1,0,1,1,2115.1,100,8.1,7.4,155.9,7.4,-
Trial032,WQ,ForestGreen,1d3.jpg,White Space,,Local,4,742807,94.5,0,1395,3.8,3604,183.7,195.8,195.8,235.8,59.9,1,0,2,1,1395.7,100,13.2,14,171.8,12.3,-
Trial058,WQ,ForestGreen,1d3.jpg,White Space,,Local,4,742807,94.5,0,1781,-,-,60,0,0,0,0,0,-,0,1,1781.9,100,3.4,0,0,0,-
Trial032,cpl,Gainsboro,1d3.jpg,White Space,,Local,4,742807,94.5,0,1410,-,-,48,0,0,0,0,0,-,0,1,1410.7,100,3.4,0,0,0,-
Trial058,cpl,Gainsboro,1d3.jpg,White Space,,Local,4,742807,94.5,0,2427,1571.2,9668,155.9,127.9,127.9,187.9,127.9,1,0,1,1,2427,100,6.4,5.3,127.9,5.3,-
Trial032,XW,Gold,1d3.jpg,White Space,,Local,4,742807,94.5,0,2678,-,-,84,0,0,0,0,0,-,0,1,2678.1,100,3.1,0,0,0,-
Trial058,XW,Gold,1d3.jpg,White Space,,Local,4,742807,94.5,0,2029,2.4,2086,155.8,131.8,131.8,191.8,131.8,1,0,1,1,2029.8,100,7.7,6.5,131.8,6.5,-
Trial031,LMF,Goldenrod,1d3.jpg,White Space,,Local,4,742807,94.5,0,1780,1.3,898,167.8,155.7,155.7,191.7,155.7,1,0,1,1,1780.8,100,9.4,8.7,155.7,8.7,-
Trial059,LMF,Goldenrod,1d3.jpg,White Space,,Local,4,742807,94.5,0,1997,-,-,0,0,0,0,0,0,-,0,1,1997.8,100,0,0,0,0,-
Trial033,GQ,Gray,1d3.jpg,White Space,,Local,4,742807,94.5,0,2261,-,-,0,0,0,0,0,0,-,0,1,2261.1,100,0,0,0,0,-
Trial059,GQ,Gray,1d3.jpg,White Space,,Local,4,742807,94.5,0,2462,3.1,2820,184,168,168,228,168,1,0,1,1,2462.7,100,7.5,6.8,168,6.8,-
Trial031,QJ,Green,1d3.jpg,White Space,,Local,4,742807,94.5,0,1595,-,-,28.1,0,36.3,36.3,0,0,-,0,1,1595.2,100,1.8,0,0,0,-
Trial057,QJ,Green,1d3.jpg,White Space,,Local,4,742807,94.5,0,1477,-,-,32,0,0,0,0,0,-,0,1,1477.6,100,2.2,0,0,0,-
Trial032,HM,GreenYellow,1d3.jpg,White Space,,Local,4,742807,94.5,0,1460,-,-,0,0,0,0,0,0,-,0,1,1460.5,100,0,0,0,0,-
Trial058,HM,GreenYellow,1d3.jpg,White Space,,Local,4,742807,94.5,0,947,-,-,72,0,0,0,0,0,-,0,1,947.2,100,7.6,0,0,0,-
Trial031,LYH,HotPink,1d3.jpg,White Space,,Local,4,742807,94.5,0,1598,2.8,2508,164,152,152,208,76,1,0,2,1,1598.5,100,10.3,9.5,128,8,-
Trial057,LYH,HotPink,1d3.jpg,White Space,,Local,4,742807,94.5,0,1264,-,-,0,0,0,0,0,0,-,0,1,1264.3,100,0,0,0,0,-
Trial034,JN,IndianRed,1d3.jpg,White Space,,Local,4,742807,94.5,0,1047,-,-,0,0,0,0,0,0,-,0,1,1047.9,100,0,0,0,0,-
Trial060,JN,IndianRed,1d3.jpg,White Space,,Local,4,742807,94.5,0,947,-,-,163.9,0,48,48,0,0,-,0,1,947.2,100,17.3,0,0,0,-
Trial031,SYJ,Indigo,1d3.jpg,White Space,,Local,4,742807,94.5,0,2078,3,2721,195.3,183.3,183.3,251.4,183.3,1,0,1,1,2078.1,100,9.4,8.8,183.3,8.8,-
Trial057,SYJ,Indigo,1d3.jpg,White Space,,Local,4,742807,94.5,0,1329,-,-,188,0,96,96,0,0,-,0,1,1329.9,100,14.1,0,0,0,-
Trial031,CQ,Khaki,1d3.jpg,White Space,,Local,4,742807,94.5,0,1263,-,-,20,0,0,0,0,0,-,0,1,1263.1,100,1.6,0,0,0,-
Trial057,CQ,Khaki,1d3.jpg,White Space,,Local,4,742807,94.5,0,1514,-,-,0,0,0,0,0,0,-,0,1,1514.1,100,0,0,0,0,-
Trial031,WYQ,LawnGreen,1d3.jpg,White Space,,Local,4,742807,94.5,0,2013,1.7,1446,216.9,152,152,227.8,152,1,0,1,1,2013.5,100,10.8,7.5,152,7.5,-
Trial057,WYQ,LawnGreen,1d3.jpg,White Space,,Local,4,742807,94.5,0,2262,3.1,2895,179.8,163.8,163.8,223.8,163.8,1,0,1,1,2262.7,100,7.9,7.2,163.8,7.2,-
Trial031,NLL,LightBlue,1d3.jpg,White Space,,Local,4,742807,94.5,0,1895,3.4,3212,104.1,152,152,199.9,152,1,0,1,1,1895.1,100,5.5,8,152,8,-
Trial057,NLL,LightBlue,1d3.jpg,White Space,,Local,4,742807,94.5,0,2163,-,-,0,0,0,0,0,0,-,0,1,2163.7,100,0,0,0,0,-
Trial031,QXL,LightCoral,1d3.jpg,White Space,,Local,4,742807,94.5,0,1327,-,-,0,0,0,0,0,0,-,0,1,1327.9,100,0,0,0,0,-
Trial057,QXL,LightCoral,1d3.jpg,White Space,,Local,4,742807,94.5,0,1028,-,-,0,0,0,0,0,0,-,0,1,1028.4,100,0,0,0,0,-
Trial032,SLL,LightGray,1d3.jpg,White Space,,Local,4,742807,94.5,0,1594,2.8,2583,163.9,147.9,147.9,215.9,147.9,1,0,1,1,1594.8,100,10.3,9.3,147.9,9.3,-
Trial058,SLL,LightGray,1d3.jpg,White Space,,Local,4,742807,94.5,0,1962,-,-,0,0,0,0,0,0,-,0,1,1962.5,100,0,0,0,0,-
Trial031,zjj,LightGreen,1d3.jpg,White Space,,Local,4,742807,94.5,0,1112,-,-,0,0,0,0,0,0,-,0,1,1112.6,100,0,0,0,0,-
Trial058,zjj,LightGreen,1d3.jpg,White Space,,Local,4,742807,94.5,0,1912,-,-,79.6,0,0,0,0,0,-,0,1,1912.4,100,4.2,0,0,0,-
Trial032,YKX,LightPink,1d3.jpg,White Space,,Local,4,742807,94.5,0,1178,-,-,7.9,0,0,0,0,0,-,0,1,1178.5,100,0.7,0,0,0,-
Trial058,YKX,LightPink,1d3.jpg,White Space,,Local,4,742807,94.5,0,914,2.6,2324,183.9,172,172,223.9,172,1,0,1,1,914.5,100,20.1,18.8,172,18.8,-
Trial031,ZY,LightSalmon,1d3.jpg,White Space,,Local,4,742807,94.5,0,1178,2.3,2029,163.9,151.9,151.9,195.9,151.9,1,0,1,1,1178.1,100,13.9,12.9,151.9,12.9,-
Trial057,ZY,LightSalmon,1d3.jpg,White Space,,Local,4,742807,94.5,0,1579,0,26,148.1,144,144,208,144,1,0,1,1,1579.9,100,9.4,9.1,144,9.1,-
Trial031,WJJ,LightSeaGreen,1d3.jpg,White Space,,Local,4,742807,94.5,0,1480,-,-,56,0,0,0,0,0,-,0,1,1480.7,100,3.8,0,0,0,-
Trial057,WJJ,LightSeaGreen,1d3.jpg,White Space,,Local,4,742807,94.5,0,910,-,-,0,0,0,0,0,0,-,0,1,910.2,100,0,0,0,0,-
Trial031,GTL,LightSkyBlue,1d3.jpg,White Space,,Local,4,742807,94.5,0,1262,2.9,2683,132,152,152,216,152,1,0,1,1,1262.7,100,10.5,12,152,12,-
Trial057,GTL,LightSkyBlue,1d3.jpg,White Space,,Local,4,742807,94.5,0,1196,-,-,15.7,0,0,0,0,0,-,0,1,1196.9,100,1.3,0,0,0,-
Trial031,YMX,LightSlateGray,1d3.jpg,White Space,,Local,4,742807,94.5,0,1645,-,-,0,0,0,0,0,0,-,0,1,1645.6,100,0,0,0,0,-
Trial057,YMX,LightSlateGray,1d3.jpg,White Space,,Local,4,742807,94.5,0,2847,0,28,164,152,152,220,152,1,0,1,1,2847.6,100,5.8,5.3,152,5.3,-
Trial031,ZRK,LightSteelBlue,1d3.jpg,White Space,,Local,4,742807,94.5,0,1111,-,-,0,0,0,0,0,0,-,0,1,1111.4,100,0,0,0,0,-
Trial057,ZRK,LightSteelBlue,1d3.jpg,White Space,,Local,4,742807,94.5,0,1063,3.7,3459,131.9,160.1,160.1,224.1,160.1,1,0,1,1,1063.7,100,12.4,15.1,160.1,15.1,-
Trial031,RJN,Lime,1d3.jpg,White Space,,Local,4,742807,94.5,0,3627,-,-,0,0,0,0,0,0,-,0,1,3627.8,100,0,0,0,0,-
Trial057,RJN,Lime,1d3.jpg,White Space,,Local,4,742807,94.5,0,4191,38.2,3860,155.7,120,120,172,120,1,0,1,1,4191.2,100,3.7,2.9,120,2.9,-
Trial031,gyj,LimeGreen,1d3.jpg,White Space,,Local,4,742807,94.5,0,1413,-,-,0,0,0,0,0,0,-,0,1,1413.2,100,0,0,0,0,-
Trial057,gyj,LimeGreen,1d3.jpg,White Space,,Local,4,742807,94.5,0,1412,1.3,912,59.6,131.6,131.6,173.5,131.6,1,0,1,1,1412.7,100,4.2,9.3,131.6,9.3,-
Trial031,SDN,Magenta,1d3.jpg,White Space,,Local,4,742807,94.5,0,1461,-,-,0,0,0,0,0,0,-,0,1,1461.9,100,0,0,0,0,-
Trial057,SDN,Magenta,1d3.jpg,White Space,,Local,4,742807,94.5,0,1346,-,-,0,0,0,0,0,0,-,0,1,1346.9,100,0,0,0,0,-
Trial031,FZX,Maroon,1d3.jpg,White Space,,Local,4,742807,94.5,0,1193,2.1,1855,155.9,156.1,156.1,191.9,156.1,1,0,1,1,1194,100,13.1,13.1,156.1,13.1,-
Trial057,FZX,Maroon,1d3.jpg,White Space,,Local,4,742807,94.5,0,1095,3.6,3374,184,168,168,220,168,1,0,1,1,1095.4,100,16.8,15.3,168,15.3,-
Trial031,HJT,MediumAquamarine,1d3.jpg,White Space,,Local,4,742807,94.5,0,881,-,-,0,0,0,0,0,0,-,0,1,881.3,100,0,0,0,0,-
Trial057,HJT,MediumAquamarine,1d3.jpg,White Space,,Local,4,742807,94.5,0,1493,-,-,0,0,0,0,0,0,-,0,1,1493.4,100,0,0,0,0,-
Trial031,JF,MediumBlue,1d3.jpg,White Space,,Local,4,742807,94.5,0,3111,40.1,3868,679.4,448,500,572,108,2,1,3,1,3111.7,100,21.8,14.4,408,13.1,-
Trial062,JF,MediumBlue,1d3.jpg,White Space,,Local,4,742807,94.5,0,3078,2.8,2608,180,159.9,159.9,208,159.9,1,0,1,1,3078.5,100,5.8,5.2,159.9,5.2,-
Trial032,XTY,MediumOrchid,1d3.jpg,White Space,,Local,4,742807,94.5,0,1564,-,-,76,0,32,32,0,0,-,0,1,1564.2,100,4.9,0,0,0,-
Trial058,XTY,MediumOrchid,1d3.jpg,White Space,,Local,4,742807,94.5,0,1194,50.4,3907,139.9,72,95.8,163.9,72,1,0,1,1,1194.3,100,11.7,6,72,6,-
Trial032,LJ,MediumPurple,1d3.jpg,White Space,,Local,4,742807,94.5,0,1164,0.2,194,175.9,163.9,163.9,227.9,163.9,1,0,1,1,1164.1,100,15.1,14.1,163.9,14.1,-
Trial058,LJ,MediumPurple,1d3.jpg,White Space,,Local,4,742807,94.5,0,1329,-,-,64,0,0,0,0,0,-,0,1,1329.1,100,4.8,0,0,0,-
Trial031,AYQ,MediumSeaGreen,1d3.jpg,White Space,,Local,4,742807,94.5,0,2029,1.9,1623,176,164.4,164.4,200,164.4,1,0,1,1,2029.6,100,8.7,8.1,164.4,8.1,-
Trial057,AYQ,MediumSeaGreen,1d3.jpg,White Space,,Local,4,742807,94.5,0,2595,-,-,0,0,0,0,0,0,-,0,1,2595.2,100,0,0,0,0,-
Trial031,FS,MediumSlateBlue,1d3.jpg,White Space,,Local,4,742807,94.5,0,2230,-,-,0,0,0,0,0,0,-,0,1,2231,100,0,0,0,0,-
Trial057,FS,MediumSlateBlue,1d3.jpg,White Space,,Local,4,742807,94.5,0,2363,0,1,188,176,176,236,176,1,0,1,1,2363.7,100,8,7.4,176,7.4,-
Trial031,YJR,MediumSpringGreen,1d3.jpg,White Space,,Local,4,742807,94.5,0,2881,-,-,0,0,0,0,0,0,-,0,1,2881.1,100,0,0,0,0,-
Trial057,YJR,MediumSpringGreen,1d3.jpg,White Space,,Local,4,742807,94.5,0,1829,-,-,0,0,0,0,0,0,-,0,1,1829,100,0,0,0,0,-
Trial031,LQH,MediumTurquoise,1d3.jpg,White Space,,Local,4,742807,94.5,0,1643,0.1,82,160,152,152,200,152,1,0,1,1,1643.8,100,9.7,9.2,152,9.2,-
Trial057,LQH,MediumTurquoise,1d3.jpg,White Space,,Local,4,742807,94.5,0,1663,-,-,0,0,0,0,0,0,-,0,1,1663.7,100,0,0,0,0,-
Trial061,P01,Coral,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1995,279.8,6032,1759.7,1715.8,1787.7,1787.7,172.1,1,0,6,1,1995.5,100,88.2,86,1439.6,72.1,-
Trial063,lhj,CornflowerBlue,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1314,258.5,5684,1091.7,1055.8,1115.8,1115.8,108,1,0,2,1,1314.3,100,83.1,80.3,1007.9,76.7,-
Trial054,xyn,Crimson,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,159,-,-,0,0,0,0,0,0,-,0,1,159.8,100,0,0,0,0,-
Trial055,WCF,Cyan,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1578,794.4,8495,1244,784,1147.8,1147.8,88,1,0,3,1,1578.4,100,78.8,49.7,720,45.6,-
Trial054,YYH,DarkBlue,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1360,264.7,5801,1139.9,1095.9,1159.9,1159.9,179.9,1,0,3,1,1360.6,100,83.8,80.5,1007.9,74.1,-
Trial054,CBL,DarkCyan,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1462,450.5,7039,1062,1011.9,1051.9,1051.9,159.9,1,0,4,1,1462.4,100,72.6,69.2,911.9,62.4,-
Trial055,MJC,DarkGoldenrod,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,162,-,-,0,0,0,0,0,0,-,0,1,162.5,100,0,0,0,0,-
Trial054,FZL,DarkGray,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1579,3.6,3407,1543.6,1539.7,1539.7,1539.7,167.9,1,0,4,1,1579.3,100,97.7,97.5,1475.8,93.4,-
Trial054,XC (1),DarkKhaki,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,2743,231.5,4963,2527.6,2511.6,2547.6,2547.6,208,1,0,4,1,2743.1,100,92.1,91.6,2399.7,87.5,-
Trial054,WW,DarkMagenta,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1529,237.2,5091,1331.9,1291.8,1351.8,1351.8,603.8,1,0,2,1,1529.1,100,87.1,84.5,1263.8,82.7,-
Trial059,LJY,DarkOliveGreen,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,179,-,-,0,0,0,0,0,0,-,0,1,179.3,100,0,0,0,0,-
Trial060,gyx,DarkOrchid,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1529,581.2,7700,1079.6,947.9,995.9,995.9,259.8,1,0,2,1,1529,100,70.6,62,887.8,58.1,-
Trial060,CJY,DarkRed,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,2080,217.1,4544,1899.8,1863.7,1927.7,1927.7,152,1,0,4,1,2080.8,100,91.3,89.6,1747.7,84,-
Trial061,CY,DarkSalmon,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,2162,283,6068,1939.7,1879.7,1959.7,1959.7,280,1,0,3,1,2162.7,100,89.7,86.9,1755.7,81.2,-
Trial064,CXM,DarkSeaGreen,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1778,295.1,6212,1479.6,1331.9,1367.9,1367.9,128,1,0,6,1,1778.9,100,83.2,74.9,1195.9,67.2,-
Trial061,ZA,DarkSlateBlue,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,2212,300.5,6260,1955.8,1911.8,1971.8,1971.8,451.9,1,0,2,1,2212.3,100,88.4,86.4,1879.7,85,-
Trial060,WJ,DarkSlateGray,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1263,231.3,4959,1071.7,1031.7,1095.7,1095.7,307.9,1,0,2,1,1263.1,100,84.9,81.7,983.7,77.9,-
Trial061,YDS,DarkTurquoise,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1163,271.8,5920,915.8,891.8,931.8,931.8,284,1,0,2,1,1163.6,100,78.7,76.6,847.8,72.9,-
Trial062,CYY,DarkViolet,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,2064,216.6,4528,1891.8,1847.8,1915.8,1915.8,163.9,1,0,2,1,2064.4,100,91.6,89.5,1803.8,87.4,-
Trial061,CLH,DeepPink,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,2646,210.6,4412,2459.7,2395.7,2431.7,2431.7,160,1,0,4,1,2646.3,100,93,90.5,2279.7,86.1,-
Trial060,LBB,DeepSkyBlue,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1263,243.4,5298,1035.9,1019.9,1047.9,1047.9,228,1,0,3,1,1263.3,100,82,80.7,963.9,76.3,-
Trial060,fm,DimGray,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,2848,540.7,7481,2318.3,2199.7,2231.7,2231.7,540,1,0,9,1,2848.4,100,81.4,77.2,1803.9,63.3,-
Trial060,HXH,DodgerBlue,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,2313,257.4,5665,2043.8,2035.9,2087.8,2087.8,67.9,1,0,5,1,2313.2,100,88.4,88,1947.8,84.2,-
Trial060,MEG,Firebrick,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,2548,304.8,6289,2271.6,2243.6,2307.6,2307.6,287.9,1,0,5,1,2548.4,100,89.1,88,2123.6,83.3,-
Trial061,WQ,ForestGreen,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1864,228.5,4854,1655.8,1579.7,1635.7,1635.7,171.9,1,0,5,1,1864.2,100,88.8,84.7,1427.9,76.6,-
Trial061,cpl,Gainsboro,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1614,2.5,2227,1611.8,1611.8,1611.8,1611.8,187.9,1,0,3,1,1614.3,100,99.8,99.8,1539.8,95.4,-
Trial061,XW,Gold,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,2014,226.7,4794,1811.7,1767.8,1811.8,1811.8,248,1,0,4,1,2014.4,100,89.9,87.8,1703.7,84.6,-
Trial062,LMF,Goldenrod,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,2080,868.7,8736,1287,1191.9,1235.8,1235.8,188,1,0,3,1,2080.5,100,61.9,57.3,1163.8,55.9,-
Trial062,GQ,Gray,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,2494,342.7,6457,2199.6,2151.6,2191.7,2191.7,227.9,1,0,3,1,2494.3,100,88.2,86.3,2031.6,81.4,-
Trial060,QJ,Green,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,95,-,-,0,0,0,0,0,0,-,0,1,96,100,0,0,0,0,-
Trial061,HM,GreenYellow,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1178,326.4,6387,892.2,852.2,912.1,912.1,187.9,1,0,3,1,1178.6,100,75.7,72.3,772.1,65.5,-
Trial060,LYH,HotPink,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1679,231.6,4970,1479.9,1447.8,1495.9,1495.9,164,1,0,2,1,1679.4,100,88.1,86.2,1415.8,84.3,-
Trial063,JN,IndianRed,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1146,230.8,4934,951.8,915.8,979.8,979.8,435.9,1,0,2,1,1146.6,100,83,79.9,847.8,73.9,-
Trial060,SYJ,Indigo,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1661,249.6,5469,1443.9,1411.9,1451.9,1451.9,520,1,0,2,1,1661.5,100,86.9,85,1387.9,83.5,-
Trial061,CQ,Khaki,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1062,310.3,6323,791.5,659.9,711.9,711.9,80,1,0,4,1,1062.2,100,74.5,62.1,544,51.2,-
Trial060,WYQ,LawnGreen,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1730,238.4,5120,1531.8,1379.8,1431.8,1431.8,216,1,0,2,1,1730.2,100,88.5,79.7,1251.8,72.4,-
Trial060,NLL,LightBlue,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1830,230.3,4916,1651.7,1599.7,1671.7,1671.7,195.8,1,0,3,1,1830.1,100,90.3,87.4,1523.7,83.3,-
Trial060,QXL,LightCoral,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1084,252.4,5536,887.9,731.9,803.9,803.9,323.9,1,0,3,1,1084.3,100,81.9,67.5,663.4,61.2,-
Trial061,SLL,LightGray,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1391,267.8,5850,1147.8,1123.8,1163.8,1163.8,187.9,1,0,3,1,1391.5,100,82.5,80.8,1071.8,77,-
Trial065,zjj,LightGreen,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1747,775.8,8434,512.4,559.7,681.3,733.4,371.8,2,1,2,1,1747.7,100,29.3,32,535.8,30.7,-
Trial061,YKX,LightPink,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1262,263.1,5768,1031.9,999.9,1043.9,1043.9,176.1,1,0,2,1,1263,100,81.7,79.2,956,75.7,-
Trial060,ZY,LightSalmon,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1442,246.9,5389,1236,1195.9,1264,1264,511.9,1,0,2,1,1442.9,100,85.7,82.9,1132,78.5,-
Trial060,WJJ,LightSeaGreen,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1332,264.5,5798,1123.3,1067.8,1135.8,1135.8,227.9,1,0,2,1,1332.3,100,84.3,80.2,1015.8,76.2,-
Trial061,GTL,LightSkyBlue,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1896,452.4,7051,1507.7,1443.8,1539,1539,56.1,1,0,4,1,1896.2,100,79.5,76.1,1267.8,66.9,-
Trial061,YMX,LightSlateGray,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1813,241.4,5216,1583.8,1571.8,1611.7,1611.7,203.8,1,0,2,1,1813.1,100,87.4,86.7,1515.7,83.6,-
Trial060,ZRK,LightSteelBlue,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1294,255.1,5601,1059.8,1039.9,1075.8,1075.8,208,1,0,3,1,1294.9,100,81.8,80.3,991.9,76.6,-
Trial060,gyj,LimeGreen,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1696,196.8,4247,1531.9,1499.9,1543.9,1543.9,188,1,0,4,1,1696.7,100,90.3,88.4,1387.9,81.8,-
Trial060,SDN,Magenta,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1797,249.2,5461,1583.8,1547.8,1603.8,1603.8,180,1,0,4,1,1797.1,100,88.1,86.1,1383.8,77,-
Trial060,FZX,Maroon,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1611,235.5,5057,1395.9,1375.9,1419.9,1419.9,1375.9,1,0,1,1,1611.4,100,86.6,85.4,1375.9,85.4,-
Trial060,HJT,MediumAquamarine,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1361,253.7,5563,1143.7,1107.8,1171.7,1171.7,268,1,0,3,1,1361.5,100,84,81.4,1019.8,74.9,-
Trial065,JF,MediumBlue,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,3113,254,5568,2903.5,2791.6,2863.6,2863.6,171.8,1,0,7,1,3113.6,100,93.3,89.7,2400.2,77.1,-
Trial062,XTY,MediumOrchid,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1297,245.5,5343,1127.8,1019.7,1063.7,1063.7,239.9,1,0,4,1,1297.2,100,86.9,78.6,791.9,61,-
Trial061,LJ,MediumPurple,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1130,226.9,4807,923.8,903.8,947.8,947.8,404,1,0,2,1,1130.8,100,81.7,79.9,879.8,77.8,-
Trial060,AYQ,MediumSeaGreen,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1763,219.6,4601,1571.7,1523.8,1567.7,1567.7,600,1,0,2,1,1763.5,100,89.1,86.4,1523.8,86.4,-
Trial061,FS,MediumSlateBlue,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,2562,330.8,6405,2255.7,2231.8,2303.8,2303.8,328,1,0,3,1,2562.5,100,88,87.1,2111.9,82.4,-
Trial062,YJR,MediumSpringGreen,1g3.jpg,AOI 002,,Local,1,43290,5.5,0,1913,257.3,5662,1583.7,1580.8,1616.8,1616.8,248,1,0,7,1,1913.2,100,82.8,82.6,1401.2,73.2,-
